providerName,resourceType,completeModeDeletion
Microsoft.Marketplace,privateStores / requestApprovals / withdrawPlan,FALSE
Microsoft.Marketplace,products,FALSE
Microsoft.Marketplace,publishers,FALSE
Microsoft.Marketplace,publishers / offers,FALSE
Microsoft.Marketplace,publishers / offers / amendments,FALSE
Microsoft.Marketplace,register,FALSE
Microsoft.MarketplaceApps,classicDevServices,TRUE
Microsoft.MarketplaceApps,updateCommunicationPreference,FALSE
Microsoft.MarketplaceNotifications,reviewsnotifications,FALSE
Microsoft.MarketplaceOrdering,agreements,FALSE
Microsoft.MarketplaceOrdering,offertypes,FALSE
Microsoft.Media,mediaservices,TRUE
Microsoft.Media,mediaservices / accountFilters,FALSE
Microsoft.Media,mediaservices / assets,FALSE
Microsoft.Media,mediaservices / assets / assetFilters,FALSE
Microsoft.Media,mediaservices / contentKeyPolicies,FALSE
Microsoft.Media,mediaservices / eventGridFilters,FALSE
Microsoft.Media,mediaservices / graphInstances,FALSE
Microsoft.Media,mediaservices / graphTopologies,FALSE
Microsoft.Media,mediaservices / liveEventOperations,FALSE
Microsoft.Media,mediaservices / liveEvents,TRUE
Microsoft.Media,mediaservices / liveEvents / liveOutputs,FALSE
Microsoft.Media,mediaservices / liveOutputOperations,FALSE
Microsoft.Media,mediaservices / mediaGraphs,FALSE
Microsoft.Media,mediaservices / privateEndpointConnectionOperations,FALSE
Microsoft.Media,mediaservices / privateEndpointConnectionProxies,FALSE
Microsoft.Media,mediaservices / privateEndpointConnections,FALSE
Microsoft.Media,mediaservices / streamingEndpointOperations,FALSE
Microsoft.Media,mediaservices / streamingEndpoints,TRUE
Microsoft.Media,mediaservices / streamingLocators,FALSE
Microsoft.Media,mediaservices / streamingPolicies,FALSE
Microsoft.Media,mediaservices / transforms,FALSE
Microsoft.Media,mediaservices / transforms / jobs,FALSE
Microsoft.Media,videoAnalyzers,TRUE
Microsoft.Media,videoAnalyzers / accessPolicies,FALSE
Microsoft.Media,videoAnalyzers / edgeModules,FALSE
Microsoft.Media,videoAnalyzers / livePipelines,FALSE
Microsoft.Media,videoAnalyzers / pipelineJobs,FALSE
Microsoft.Media,videoAnalyzers / pipelineTopologies,FALSE
Microsoft.Media,videoAnalyzers / videos,FALSE
Microsoft.Migrate,assessmentProjects,TRUE
Microsoft.Migrate,migrateprojects,TRUE
Microsoft.Migrate,moveCollections,TRUE
Microsoft.Migrate,projects,TRUE
Microsoft.MixedReality,holographicsBroadcastAccounts,TRUE
Microsoft.MixedReality,objectAnchorsAccounts,TRUE
Microsoft.MixedReality,objectUnderstandingAccounts,TRUE
Microsoft.MixedReality,remoteRenderingAccounts,TRUE
Microsoft.MixedReality,spatialAnchorsAccounts,TRUE
Microsoft.MobileNetwork,mobileNetworks,FALSE
Microsoft.MobileNetwork,mobileNetworks / dataNetworks,FALSE
Microsoft.MobileNetwork,mobileNetworks / services,FALSE
Microsoft.MobileNetwork,mobileNetworks / simPolicies,FALSE
Microsoft.MobileNetwork,mobileNetworks / sites,FALSE
Microsoft.MobileNetwork,mobileNetworks / slices,FALSE
Microsoft.MobileNetwork,networks,FALSE
Microsoft.MobileNetwork,networks / sites,FALSE
Microsoft.MobileNetwork,packetCoreControlPlanes,FALSE
Microsoft.MobileNetwork,packetCoreControlPlanes / packetCoreDataPlanes,FALSE
Microsoft.MobileNetwork,packetCoreControlPlanes / packetCoreDataPlanes / attachedDataNetworks,FALSE
Microsoft.MobileNetwork,packetCores,FALSE
Microsoft.MobileNetwork,sims,FALSE
Microsoft.MobileNetwork,sims / simProfiles,FALSE
Microsoft.Monitor,accounts,TRUE
Microsoft.NetApp,netAppAccounts,TRUE
Microsoft.NetApp,netAppAccounts / accountBackups,FALSE
Microsoft.NetApp,netAppAccounts / capacityPools,TRUE
Microsoft.NetApp,netAppAccounts / capacityPools / volumes,TRUE
Microsoft.NetApp,netAppAccounts / capacityPools / volumes / snapshots,FALSE
Microsoft.NetApp,netAppAccounts / capacityPools / volumes / subvolumes,FALSE
Microsoft.NetApp,netAppAccounts / snapshotPolicies,TRUE
Microsoft.NetApp,netAppAccounts / volumeGroups,FALSE
Microsoft.NetworkFunction,azureTrafficCollectors,TRUE
Microsoft.Network,applicationGateways,TRUE
Microsoft.Network,applicationGatewayWebApplicationFirewallPolicies,TRUE
Microsoft.Network,applicationSecurityGroups,TRUE
Microsoft.Network,azureFirewallFqdnTags,FALSE
Microsoft.Network,azureFirewalls,TRUE
Microsoft.Network,bastionHosts,TRUE
Microsoft.Network,bgpServiceCommunities,FALSE
Microsoft.Network,connections,TRUE
Microsoft.Network,ddosCustomPolicies,TRUE
Microsoft.Network,ddosProtectionPlans,TRUE
Microsoft.Network,dnsOperationStatuses,FALSE
Microsoft.Network,dnszones,TRUE
Microsoft.Network,dnszones / A,FALSE
Microsoft.Network,dnszones / AAAA,FALSE
Microsoft.Network,dnszones / all,FALSE
Microsoft.Network,dnszones / CAA,FALSE
Microsoft.Network,dnszones / CNAME,FALSE
Microsoft.Network,dnszones / MX,FALSE
Microsoft.Network,dnszones / NS,FALSE
Microsoft.Network,dnszones / PTR,FALSE
Microsoft.Network,dnszones / recordsets,FALSE
Microsoft.Network,dnszones / SOA,FALSE
Microsoft.Network,dnszones / SRV,FALSE
Microsoft.Network,dnszones / TXT,FALSE
Microsoft.Network,expressRouteCircuits,TRUE
Microsoft.Network,expressRouteCrossConnections,TRUE
Microsoft.Network,expressRouteGateways,TRUE
Microsoft.Network,expressRoutePorts,TRUE
Microsoft.Network,expressRouteServiceProviders,FALSE
Microsoft.Network,firewallPolicies,TRUE
Microsoft.Network,frontdoors,TRUE
Microsoft.Network,frontdoorWebApplicationFirewallManagedRuleSets,FALSE
Microsoft.Network,frontdoorWebApplicationFirewallPolicies,TRUE
Microsoft.Network,getDnsResourceReference,FALSE
Microsoft.Network,internalNotify,FALSE
Microsoft.Network,ipGroups,TRUE
Microsoft.Network,loadBalancers,TRUE
Microsoft.Network,localNetworkGateways,TRUE
Microsoft.Network,natGateways,TRUE
Microsoft.Network,networkIntentPolicies,TRUE
Microsoft.Network,networkInterfaces,TRUE
Microsoft.Network,networkProfiles,TRUE
Microsoft.Network,networkSecurityGroups,TRUE
Microsoft.Network,networkWatchers,TRUE
Microsoft.Network,networkWatchers / connectionMonitors,TRUE
Microsoft.Network,networkWatchers / flowLogs,TRUE
Microsoft.Network,networkWatchers / lenses,TRUE
Microsoft.Network,networkWatchers / pingMeshes,TRUE
Microsoft.Network,p2sVpnGateways,TRUE
Microsoft.Network,privateDnsOperationStatuses,FALSE
Microsoft.Network,privateDnsZones,TRUE
Microsoft.Network,privateDnsZones / A,FALSE
Microsoft.Network,privateDnsZones / AAAA,FALSE
Microsoft.Network,privateDnsZones / all,FALSE
Microsoft.Network,privateDnsZones / CNAME,FALSE
Microsoft.Network,privateDnsZones / MX,FALSE
Microsoft.Network,privateDnsZones / PTR,FALSE
Microsoft.Network,privateDnsZones / SOA,FALSE
Microsoft.Network,privateDnsZones / SRV,FALSE
Microsoft.Network,privateDnsZones / TXT,FALSE
Microsoft.Network,privateDnsZones / virtualNetworkLinks,TRUE
Microsoft.Network,privateEndpoints,TRUE
Microsoft.Network,privateLinkServices,TRUE
Microsoft.Network,publicIPAddresses,TRUE
Microsoft.Network,publicIPPrefixes,TRUE
Microsoft.Network,routeFilters,TRUE
Microsoft.Network,routeTables,TRUE
Microsoft.Network,serviceEndpointPolicies,TRUE
Microsoft.Network,trafficManagerGeographicHierarchies,FALSE
Microsoft.Network,trafficmanagerprofiles,TRUE
Microsoft.Network,trafficmanagerprofiles / heatMaps,FALSE
Microsoft.Network,trafficManagerUserMetricsKeys,FALSE
Microsoft.Network,virtualHubs,TRUE
Microsoft.Network,virtualNetworkGateways,TRUE
Microsoft.Network,virtualNetworks,TRUE
Microsoft.Network,virtualNetworks / subnets,FALSE
Microsoft.Network,virtualNetworkTaps,TRUE
Microsoft.Network,virtualWans,TRUE
Microsoft.Network,vpnGateways,TRUE
Microsoft.Network,vpnSites,TRUE
Microsoft.Network,webApplicationFirewallPolicies,TRUE
Microsoft.Notebooks,NotebookProxies,FALSE
Microsoft.NotificationHubs,namespaces,TRUE
Microsoft.NotificationHubs,namespaces / notificationHubs,TRUE
Microsoft.ObjectStore,osNamespaces,FALSE
Microsoft.OffAzure,HyperVSites,TRUE
Microsoft.OffAzure,ImportSites,TRUE
Microsoft.OffAzure,MasterSites,TRUE
Microsoft.OffAzure,ServerSites,TRUE
Microsoft.OffAzure,VMwareSites,TRUE
Microsoft.OperationalInsights,clusters,TRUE
Microsoft.OperationalInsights,deletedWorkspaces,FALSE
Microsoft.OperationalInsights,linkTargets,FALSE
Microsoft.OperationalInsights,querypacks,TRUE
Microsoft.OperationalInsights,storageInsightConfigs,FALSE
Microsoft.OperationalInsights,workspaces,TRUE
Microsoft.OperationalInsights,workspaces / dataExports,FALSE
Microsoft.OperationalInsights,workspaces / dataSources,FALSE
Microsoft.OperationalInsights,workspaces / linkedServices,FALSE
Microsoft.OperationalInsights,workspaces / linkedStorageAccounts,FALSE
Microsoft.OperationalInsights,workspaces / metadata,FALSE
Microsoft.OperationalInsights,workspaces / query,FALSE
Microsoft.OperationalInsights,workspaces / scopedPrivateLinkProxies,FALSE
Microsoft.OperationalInsights,workspaces / storageInsightConfigs,FALSE
Microsoft.OperationalInsights,workspaces / tables,FALSE
Microsoft.OperationsManagement,managementassociations,FALSE
Microsoft.OperationsManagement,managementconfigurations,TRUE
Microsoft.OperationsManagement,solutions,TRUE
Microsoft.OperationsManagement,views,TRUE
Microsoft.Peering,cdnPeeringPrefixes,FALSE
Microsoft.Peering,legacyPeerings,FALSE
Microsoft.Peering,lookingGlass,FALSE
Microsoft.Peering,peerAsns,FALSE
Microsoft.Peering,peerings,TRUE
Microsoft.Peering,peeringServiceCountries,FALSE
Microsoft.Peering,peeringServiceProviders,FALSE
Microsoft.Peering,peeringServices,TRUE
Microsoft.PlayFab,PlayerAccountPools,FALSE
Microsoft.PlayFab,Titles,FALSE
Microsoft.PolicyInsights,attestations,FALSE
Microsoft.PolicyInsights,eventGridFilters,FALSE
Microsoft.PolicyInsights,policyEvents,FALSE
Microsoft.PolicyInsights,policyMetadata,FALSE
Microsoft.PolicyInsights,policyStates,FALSE
Microsoft.PolicyInsights,policyTrackedResources,FALSE
Microsoft.PolicyInsights,remediations,FALSE
Microsoft.Portal,consoles,FALSE
Microsoft.Portal,dashboards,TRUE
Microsoft.Portal,tenantconfigurations,FALSE
Microsoft.Portal,userSettings,FALSE
Microsoft.PowerBI,privateLinkServicesForPowerBI,TRUE
Microsoft.PowerBI,tenants,TRUE
Microsoft.PowerBI,tenants / workspaces,FALSE
Microsoft.PowerBI,workspaceCollections,TRUE
Microsoft.PowerBIDedicated,autoScaleVCores,TRUE
Microsoft.PowerBIDedicated,capacities,TRUE
Microsoft.PowerBIDedicated,servers,TRUE
Microsoft.PowerPlatform,accounts,TRUE
Microsoft.PowerPlatform,enterprisePolicies,TRUE
Microsoft.ProjectBabylon,accounts,TRUE
Microsoft.ProjectBabylon,deletedAccounts,FALSE
Microsoft.ProviderHub,providerRegistrations,FALSE
Microsoft.ProviderHub,providerRegistrations / customRollouts,FALSE
Microsoft.ProviderHub,providerRegistrations / defaultRollouts,FALSE
Microsoft.ProviderHub,providerRegistrations / resourceActions,FALSE
Microsoft.ProviderHub,providerRegistrations / resourceTypeRegistrations,FALSE
Microsoft.Purview,accounts,TRUE
Microsoft.Purview,deletedAccounts,FALSE
Microsoft.Purview,getDefaultAccount,FALSE
Microsoft.Purview,removeDefaultAccount,FALSE
Microsoft.Purview,setDefaultAccount,FALSE
Microsoft.Quantum,Workspaces,FALSE
Microsoft.Quota,quotaRequests,FALSE
Microsoft.Quota,quotas,FALSE
Microsoft.Quota,usages,FALSE
Microsoft.RecommendationsService,accounts,FALSE
Microsoft.RecommendationsService,accounts / modeling,FALSE
Microsoft.RecommendationsService,accounts / serviceEndpoints,FALSE
Microsoft.RecoveryServices,backupProtectedItems,FALSE
Microsoft.RecoveryServices,vaults,TRUE
Microsoft.RedHatOpenShift,OpenShiftClusters,TRUE
Microsoft.Relay,namespaces,TRUE
Microsoft.Relay,namespaces / authorizationrules,FALSE
Microsoft.Relay,namespaces / hybridconnections,FALSE
Microsoft.Relay,namespaces / hybridconnections / authorizationrules,FALSE
Microsoft.Relay,namespaces / privateEndpointConnections,FALSE
Microsoft.Relay,namespaces / wcfrelays,FALSE
Microsoft.Relay,namespaces / wcfrelays / authorizationrules,FALSE
Microsoft.ResourceConnector,appliances,TRUE
Microsoft.ResourceGraph,queries,TRUE
Microsoft.ResourceGraph,resourceChangeDetails,FALSE
Microsoft.ResourceGraph,resourceChanges,FALSE
Microsoft.ResourceGraph,resources,FALSE
Microsoft.ResourceGraph,resourcesHistory,FALSE
Microsoft.ResourceGraph,subscriptionsStatus,FALSE
Microsoft.ResourceHealth,availabilityStatuses,FALSE
Microsoft.ResourceHealth,childAvailabilityStatuses,FALSE
Microsoft.ResourceHealth,childResources,FALSE
Microsoft.ResourceHealth,emergingissues,FALSE
Microsoft.ResourceHealth,events,FALSE
Microsoft.ResourceHealth,impactedResources,FALSE
Microsoft.ResourceHealth,metadata,FALSE
Microsoft.Resources,deployments,FALSE
Microsoft.Resources,deployments / operations,FALSE
Microsoft.Resources,deploymentScripts,TRUE
Microsoft.Resources,deploymentScripts / logs,FALSE
Microsoft.Resources,deploymentStacks,FALSE
Microsoft.Resources,deploymentStacks / snapshots,FALSE
Microsoft.Resources,links,FALSE
Microsoft.Resources,providers,FALSE
Microsoft.Resources,resourceGroups,FALSE
Microsoft.Resources,subscriptions,FALSE
Microsoft.Resources,templateSpecs,TRUE
Microsoft.Resources,templateSpecs / versions,TRUE
Microsoft.Resources,tenants,FALSE
Microsoft.SaaS,applications,TRUE
Microsoft.SaaS,resources,TRUE
Microsoft.SaaS,saasresources,FALSE
Microsoft.Scom,managedInstances,FALSE
Microsoft.ScVmm,clouds,FALSE
Microsoft.ScVmm,VirtualMachines,FALSE
Microsoft.ScVmm,VirtualMachineTemplates,FALSE
Microsoft.ScVmm,VirtualNetworks,FALSE
Microsoft.ScVmm,vmmservers,FALSE
Microsoft.Search,resourceHealthMetadata,FALSE
Microsoft.Search,searchServices,TRUE
Microsoft.Security,adaptiveNetworkHardenings,FALSE
Microsoft.Security,advancedThreatProtectionSettings,FALSE
Microsoft.Security,alerts,FALSE
Microsoft.Security,alertsSuppressionRules,FALSE
Microsoft.Security,allowedConnections,FALSE
Microsoft.Security,antiMalwareSettings,FALSE
Microsoft.Security,applicationWhitelistings,FALSE
Microsoft.Security,assessmentMetadata,FALSE
Microsoft.Security,assessments,FALSE
Microsoft.Security,assignments,TRUE
Microsoft.Security,autoDismissAlertsRules,FALSE
Microsoft.Security,automations,TRUE
Microsoft.Security,AutoProvisioningSettings,FALSE
Microsoft.Security,Compliances,FALSE
Microsoft.Security,connectedContainerRegistries,FALSE
Microsoft.Security,connectors,FALSE
Microsoft.Security,customAssessmentAutomations,TRUE
Microsoft.Security,customEntityStoreAssignments,TRUE
Microsoft.Security,dataCollectionAgents,FALSE
Microsoft.Security,deviceSecurityGroups,FALSE
Microsoft.Security,discoveredSecuritySolutions,FALSE
Microsoft.Security,externalSecuritySolutions,FALSE
Microsoft.Security,InformationProtectionPolicies,FALSE
Microsoft.Security,ingestionSettings,FALSE
Microsoft.Security,insights,FALSE
Microsoft.Security,iotSecuritySolutions,TRUE
Microsoft.Security,iotSecuritySolutions / analyticsModels,FALSE
Microsoft.Security,iotSecuritySolutions / analyticsModels / aggregatedAlerts,FALSE
Microsoft.Security,iotSecuritySolutions / analyticsModels / aggregatedRecommendations,FALSE
Microsoft.Security,iotSecuritySolutions / iotAlerts,FALSE
Microsoft.Security,iotSecuritySolutions / iotAlertTypes,FALSE
Microsoft.Security,iotSecuritySolutions / iotRecommendations,FALSE
Microsoft.Security,iotSecuritySolutions / iotRecommendationTypes,FALSE
Microsoft.Security,jitNetworkAccessPolicies,FALSE
Microsoft.Security,jitPolicies,FALSE
Microsoft.Security,policies,FALSE
Microsoft.Security,pricings,FALSE
Microsoft.Security,regulatoryComplianceStandards,FALSE
Microsoft.Security,regulatoryComplianceStandards / regulatoryComplianceControls,FALSE
Microsoft.Security,regulatoryComplianceStandards / regulatoryComplianceControls / regulatoryComplianceAssessments,FALSE
Microsoft.Security,secureScoreControlDefinitions,FALSE
Microsoft.Security,secureScoreControls,FALSE
Microsoft.Security,secureScores,FALSE
Microsoft.Security,secureScores / secureScoreControls,FALSE
Microsoft.Security,securityConnectors,TRUE
Microsoft.Security,securityContacts,FALSE
Microsoft.Security,securitySolutions,FALSE
Microsoft.Security,securitySolutionsReferenceData,FALSE
Microsoft.Security,securityStatuses,FALSE
Microsoft.Security,securityStatusesSummaries,FALSE
Microsoft.Security,serverVulnerabilityAssessments,FALSE
Microsoft.Security,settings,FALSE
Microsoft.Security,sqlVulnerabilityAssessments,FALSE
Microsoft.Security,standards,TRUE
Microsoft.Security,subAssessments,FALSE
Microsoft.Security,tasks,FALSE
Microsoft.Security,topologies,FALSE
Microsoft.Security,workspaceSettings,FALSE
Microsoft.SecurityGraph,diagnosticSettings,FALSE
Microsoft.SecurityGraph,diagnosticSettingsCategories,FALSE
Microsoft.SecurityInsights,aggregations,FALSE
Microsoft.SecurityInsights,alertRules,FALSE
Microsoft.SecurityInsights,alertRuleTemplates,FALSE
Microsoft.SecurityInsights,automationRules,FALSE
Microsoft.SecurityInsights,bookmarks,FALSE
Microsoft.SecurityInsights,cases,FALSE
Microsoft.SecurityInsights,dataConnectors,FALSE
Microsoft.SecurityInsights,dataConnectorsCheckRequirements,FALSE
Microsoft.SecurityInsights,enrichment,FALSE
Microsoft.SecurityInsights,entities,FALSE
Microsoft.SecurityInsights,entityQueries,FALSE
Microsoft.SecurityInsights,entityQueryTemplates,FALSE
Microsoft.SecurityInsights,incidents,FALSE
Microsoft.SecurityInsights,metadata,FALSE
Microsoft.SecurityInsights,officeConsents,FALSE
Microsoft.SecurityInsights,onboardingStates,FALSE
Microsoft.SecurityInsights,settings,FALSE
Microsoft.SecurityInsights,sourceControls,FALSE
Microsoft.SecurityInsights,threatIntelligence,FALSE
Microsoft.SecurityInsights,watchlists,FALSE
Microsoft.SerialConsole,consoleServices,FALSE
Microsoft.SerialConsole,serialPorts,FALSE
Microsoft.ServiceBus,namespaces,TRUE
Microsoft.ServiceBus,namespaces / authorizationrules,FALSE
Microsoft.ServiceBus,namespaces / disasterrecoveryconfigs,FALSE
Microsoft.ServiceBus,namespaces / eventgridfilters,FALSE
Microsoft.ServiceBus,namespaces / networkrulesets,FALSE
Microsoft.ServiceBus,namespaces / privateEndpointConnections,FALSE
Microsoft.ServiceBus,namespaces / queues,FALSE
Microsoft.ServiceBus,namespaces / queues / authorizationrules,FALSE
Microsoft.ServiceBus,namespaces / topics,FALSE
Microsoft.ServiceBus,namespaces / topics / authorizationrules,FALSE
Microsoft.ServiceBus,namespaces / topics / subscriptions,FALSE
Microsoft.ServiceBus,namespaces / topics / subscriptions / rules,FALSE
Microsoft.ServiceBus,premiumMessagingRegions,FALSE
Microsoft.ServiceFabric,applications,TRUE
Microsoft.ServiceFabric,clusters,TRUE
Microsoft.ServiceFabric,clusters / applications,FALSE
Microsoft.ServiceFabric,containerGroups,TRUE
Microsoft.ServiceFabric,containerGroupSets,TRUE
Microsoft.ServiceFabric,edgeclusters,TRUE
Microsoft.ServiceFabric,edgeclusters / applications,FALSE
Microsoft.ServiceFabric,managedclusters,TRUE
Microsoft.ServiceFabric,managedclusters / applications,FALSE
Microsoft.ServiceFabric,managedclusters / applications / services,FALSE
Microsoft.ServiceFabric,managedclusters / applicationTypes,FALSE
Microsoft.ServiceFabric,managedclusters / applicationTypes / versions,FALSE
Microsoft.ServiceFabric,managedclusters / nodetypes,FALSE
Microsoft.ServiceFabric,networks,TRUE
Microsoft.ServiceFabric,secretstores,TRUE
Microsoft.ServiceFabric,secretstores / certificates,FALSE
Microsoft.ServiceFabric,secretstores / secrets,FALSE
Microsoft.ServiceFabric,volumes,TRUE
Microsoft.ServiceFabricMesh,applications,TRUE
Microsoft.ServiceFabricMesh,containerGroups,TRUE
Microsoft.ServiceFabricMesh,gateways,TRUE
Microsoft.ServiceFabricMesh,networks,TRUE
Microsoft.ServiceFabricMesh,secrets,TRUE
Microsoft.ServiceFabricMesh,volumes,TRUE
Microsoft.ServiceLinker,linkers,FALSE
Microsoft.Services,providerRegistrations,FALSE
Microsoft.Services,providerRegistrations / resourceTypeRegistrations,FALSE
Microsoft.Services,rollouts,TRUE
Microsoft.SignalRService,SignalR,TRUE
Microsoft.SignalRService,SignalR / eventGridFilters,FALSE
Microsoft.SignalRService,WebPubSub,TRUE
Microsoft.Singularity,accounts,TRUE
Microsoft.Singularity,accounts / accountQuotaPolicies,FALSE
Microsoft.Singularity,accounts / groupPolicies,FALSE
Microsoft.Singularity,accounts / jobs,FALSE
Microsoft.Singularity,accounts / models,FALSE
Microsoft.Singularity,accounts / storageContainers,FALSE
Microsoft.Singularity,images,FALSE
Microsoft.Singularity,quotas,FALSE
Microsoft.SoftwarePlan,hybridUseBenefits,FALSE
Microsoft.Solutions,applicationDefinitions,TRUE
Microsoft.Solutions,applications,TRUE
Microsoft.Solutions,jitRequests,TRUE
Microsoft.SQL,managedInstances,TRUE
Microsoft.SQL,managedInstances / databases,TRUE
Microsoft.SQL,managedInstances / databases / backupShortTermRetentionPolicies,FALSE
Microsoft.SQL,managedInstances / databases / schemas / tables / columns / sensitivityLabels,FALSE
Microsoft.SQL,managedInstances / databases / vulnerabilityAssessments,FALSE
Microsoft.SQL,managedInstances / databases / vulnerabilityAssessments / rules / baselines,FALSE
Microsoft.SQL,managedInstances / encryptionProtector,FALSE
Microsoft.SQL,managedInstances / keys,FALSE
Microsoft.SQL,managedInstances / restorableDroppedDatabases / backupShortTermRetentionPolicies,FALSE
Microsoft.SQL,managedInstances / vulnerabilityAssessments,FALSE
Microsoft.SQL,servers,TRUE
Microsoft.SQL,servers / administrators,FALSE
Microsoft.SQL,servers / communicationLinks,FALSE
Microsoft.SQL,servers / databases,TRUE
Microsoft.SQL,servers / encryptionProtector,FALSE
Microsoft.SQL,servers / firewallRules,FALSE
Microsoft.SQL,servers / keys,FALSE
Microsoft.SQL,servers / restorableDroppedDatabases,FALSE
Microsoft.SQL,servers / serviceobjectives,FALSE
Microsoft.SQL,servers / tdeCertificates,FALSE
Microsoft.SQL,virtualClusters,FALSE
Microsoft.SqlVirtualMachine,SqlVirtualMachineGroups,TRUE
Microsoft.SqlVirtualMachine,SqlVirtualMachineGroups / AvailabilityGroupListeners,FALSE
Microsoft.SqlVirtualMachine,SqlVirtualMachines,TRUE
Microsoft.Storage,deletedAccounts,FALSE
Microsoft.Storage,storageAccounts,TRUE
Microsoft.Storage,storageAccounts / blobServices,FALSE
Microsoft.Storage,storageAccounts / encryptionScopes,FALSE
Microsoft.Storage,storageAccounts / fileServices,FALSE
Microsoft.Storage,storageAccounts / queueServices,FALSE
Microsoft.Storage,storageAccounts / services,FALSE
Microsoft.Storage,storageAccounts / services / metricDefinitions,FALSE
Microsoft.Storage,storageAccounts / tableServices,FALSE
Microsoft.Storage,usages,FALSE
Microsoft.StorageCache,amlFilesystems,TRUE
Microsoft.StorageCache,caches,TRUE
Microsoft.StorageCache,caches / storageTargets,FALSE
Microsoft.StorageCache,usageModels,FALSE
Microsoft.StorageReplication,replicationGroups,FALSE
Microsoft.StorageSync,storageSyncServices,TRUE
Microsoft.StorageSync,storageSyncServices / registeredServers,FALSE
Microsoft.StorageSync,storageSyncServices / syncGroups,FALSE
Microsoft.StorageSync,storageSyncServices / syncGroups / cloudEndpoints,FALSE
Microsoft.StorageSync,storageSyncServices / syncGroups / serverEndpoints,FALSE
Microsoft.StorageSync,storageSyncServices / workflows,FALSE
Microsoft.StorSimple,managers,TRUE
Microsoft.StreamAnalytics,clusters,TRUE
Microsoft.StreamAnalytics,clusters / privateEndpoints,FALSE
Microsoft.StreamAnalytics,streamingjobs,TRUE
Microsoft.Subscription,acceptChangeTenant,FALSE
Microsoft.Subscription,acceptOwnership,FALSE
Microsoft.Subscription,acceptOwnershipStatus,FALSE
Microsoft.Subscription,aliases,FALSE
Microsoft.Subscription,cancel,FALSE
Microsoft.Subscription,changeTenantRequest,FALSE
Microsoft.Subscription,changeTenantStatus,FALSE
Microsoft.Subscription,CreateSubscription,FALSE
Microsoft.Subscription,enable,FALSE
Microsoft.Subscription,policies,FALSE
Microsoft.Subscription,rename,FALSE
Microsoft.Subscription,SubscriptionDefinitions,FALSE
Microsoft.Subscription,SubscriptionOperations,FALSE
Microsoft.Subscription,subscriptions,FALSE
Microsoft.Synapse,kustoOperations,FALSE
Microsoft.Synapse,privateLinkHubs,TRUE
Microsoft.Synapse,workspaces,TRUE
Microsoft.Synapse,workspaces / bigDataPools,TRUE
Microsoft.Synapse,workspaces / kustoPools,TRUE
Microsoft.Synapse,workspaces / kustoPools / attacheddatabaseconfigurations,FALSE
Microsoft.Synapse,workspaces / kustoPools / databases,FALSE
Microsoft.Synapse,workspaces / kustoPools / databases / dataconnections,FALSE
Microsoft.Synapse,workspaces / operationStatuses,FALSE
Microsoft.Synapse,workspaces / sqlDatabases,TRUE
Microsoft.Synapse,workspaces / sqlPools,TRUE
Microsoft.TestBase,testBaseAccounts,FALSE
Microsoft.TestBase,testBaseAccounts / customerEvents,FALSE
Microsoft.TestBase,testBaseAccounts / emailEvents,FALSE
Microsoft.TestBase,testBaseAccounts / flightingRings,FALSE
Microsoft.TestBase,testBaseAccounts / packages,FALSE
Microsoft.TestBase,testBaseAccounts / packages / favoriteProcesses,FALSE
Microsoft.TestBase,testBaseAccounts / packages / osUpdates,FALSE
Microsoft.TestBase,testBaseAccounts / testSummaries,FALSE
Microsoft.TestBase,testBaseAccounts / testTypes,FALSE
Microsoft.TestBase,testBaseAccounts / usages,FALSE
Microsoft.TimeSeriesInsights,environments,TRUE
Microsoft.TimeSeriesInsights,environments / accessPolicies,FALSE
Microsoft.TimeSeriesInsights,environments / eventsources,TRUE
Microsoft.TimeSeriesInsights,environments / privateEndpointConnectionProxies,FALSE
Microsoft.TimeSeriesInsights,environments / privateEndpointConnections,FALSE
Microsoft.TimeSeriesInsights,environments / privateLinkResources,FALSE
Microsoft.TimeSeriesInsights,environments / referenceDataSets,TRUE
Microsoft.VideoIndexer,accounts,FALSE
Microsoft.VirtualMachineImages,imageTemplates,TRUE
Microsoft.VirtualMachineImages,imageTemplates / runOutputs,FALSE
Microsoft.VMware,arczones,FALSE
Microsoft.VMware,resourcepools,FALSE
Microsoft.VMware,vcenters,FALSE
Microsoft.VMware,VCenters / InventoryItems,FALSE
Microsoft.VMware,virtualmachines,FALSE
Microsoft.VMware,virtualmachinetemplates,FALSE
Microsoft.VMware,virtualnetworks,FALSE
Microsoft.VMwareCloudSimple,dedicatedCloudNodes,TRUE
Microsoft.VMwareCloudSimple,dedicatedCloudServices,TRUE
Microsoft.VMwareCloudSimple,virtualMachines,TRUE
Microsoft.VSOnline,accounts,TRUE
Microsoft.VSOnline,plans,TRUE
Microsoft.VSOnline,registeredSubscriptions,FALSE
Microsoft.Web,apiManagementAccounts,FALSE
Microsoft.Web,apiManagementAccounts / apiAcls,FALSE
Microsoft.Web,apiManagementAccounts / apis,FALSE
Microsoft.Web,apiManagementAccounts / apis / apiAcls,FALSE
Microsoft.Web,apiManagementAccounts / apis / connectionAcls,FALSE
Microsoft.Web,apiManagementAccounts / apis / connections,FALSE
Microsoft.Web,apiManagementAccounts / apis / connections / connectionAcls,FALSE
Microsoft.Web,apiManagementAccounts / apis / localizedDefinitions,FALSE
